AppId,Name,FollowerCount,Genres,Categories,IGDB_Genres,IGDB_Themes,IGDB_Keywords,ExactMatch,ScrapedName,ReleaseDate,ParsedDate,YoutubeURL,YoutubeViewCount,YoutubeLikeCount,Developers,IsFullyProcessed,Publishers,ReleaseInfo
2918090,Fear The Timeloop,1898,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Shooter","Action, Horror",time loop,TRUE,Fear The Timeloop,Jan-26,2026-01-31T00:00:00,,0,0,TacoEaters,TRUE,"PlayWay S.A., TacoEaters","{'original_release_date': 'Jan 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3064060,Super Chipflake Ü: Quest for the Uncooked Schnitzel,1555,"Adventure, Indie","Single-player, Full controller support, Family Sharing",,,,TRUE,Super Chipflake Ü: Quest for the uncooked Schnitzel,18-Jan-26,2026-01-18T00:00:00,,0,0,SalsaShark Studios,TRUE,SalsaShark Studios,{}
3064810,Strategos,7038,"Simulation, Strategy","Single-player, Family Sharing","Real Time Strategy (RTS), Simulator, Strategy, Tactical","Historical, Warfare",,TRUE,Strategos,Jan-26,2026-01-31T00:00:00,,0,0,Strategos Games,TRUE,MicroProse Software,"{'original_release_date': 'Jan 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3085910,Feastopia,1023,"Simulation, Strategy","Single-player, Family Sharing","Simulator, Strategy, Turn-based strategy (TBS)",,,TRUE,Feastopia,29-Jan-26,2026-01-29T00:00:00,,0,0,White Star Studio,TRUE,IndieArk,{}
3218630,Super Woden: Rally Edge,1029,"Indie, Racing, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Custom Volume Controls, Adjustable Difficulty, Keyboard Only Option, Save Anytime, Stereo Sound, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","Indie, Racing, Sport",,,TRUE,Super Woden: Rally Edge,15-Jan-26,2026-01-15T00:00:00,,0,0,ViJuDa,TRUE,ViJuDa,"{'original_release_date': 'Jan 15, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3264850,That Time I Got Reincarnated as a Demon Hand,4064,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Mouse Only Option, Playable without Timed Input, Steam Cloud, Family Sharing",,,,TRUE,That Time I Got Reincarnated as a Demon Hand,22-Jan-26,2026-01-22T00:00:00,,0,0,Tora Creatives,TRUE,"Tora Creatives, Lewdonymous, Secret Labo",{}
3278310,LANESPLIT,2254,"Action, Indie, Racing, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, Stereo Sound, Surround Sound, Partial Controller Support, Steam Leaderboards, Family Sharing","Indie, Racing, Simulator",Action,nextfest june 2025,TRUE,LANESPLIT,28-Jan-26,2026-01-28T00:00:00,https://www.youtube.com/watch?v=by25yDfCOPo,2997,90,FunkyMouse,TRUE,FunkyMouse,"{'original_release_date': 'Jan 28, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3330500,Smutstone,2356,"Adventure, Strategy, Free To Play","Single-player, Multi-player, PvP, Online PvP, In-App Purchases",,,,TRUE,Smutstone,11-Jan-26,2026-01-11T00:00:00,,0,0,Flushee 💘,TRUE,Flushee 💘,{}
3333670,Mr. President,1150,"RPG, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing","Simulator, Strategy",Non-fiction,"grand strategy, political simulation, presidential protagonist, steam achievements, steam cloud, steam families",TRUE,Mr. President,26-Jan-26,2026-01-26T00:00:00,https://www.youtube.com/watch?v=MXUJNuiv7p4,665,12,Exia Labs,TRUE,Exia Labs,{}
3367030,Snow Ash,1477,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","Indie, Role-playing (RPG), Shooter","Action, Open world, Survival",post-apocalyptic,TRUE,Snow Ash,7-Jan-26,2026-01-07T00:00:00,https://www.youtube.com/watch?v=ndwQ9YHKUck,1371,34,Ember Studio,TRUE,Paras Games,{}
3413800,Hotel Tales,4314,"Adventure, Casual, RPG","Single-player, Steam Achievements, Family Sharing","Adventure, Role-playing (RPG)",Erotic,,TRUE,Hotel Tales,Jan-26,2026-01-31T00:00:00,,0,0,TopHouse Studio,TRUE,TopHouse Publishing,"{'original_release_date': 'Jan 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3419520,Quarantine Zone: The Last Check,62397,"Indie, Simulation, Strategy","Single-player, Family Sharing","Indie, Simulator, Strategy","Action, Sandbox, Science fiction","checkpoints, nextfest october 2025, post-apocalyptic, zombie virus",TRUE,Quarantine Zone: The Last Check,12-Jan-26,2026-01-12T00:00:00,https://www.youtube.com/watch?v=NoQDA0GgXFo,1450,17,Brigada Games,TRUE,Devolver Digital,"{'original_release_date': 'Jan 12, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3440390,Drunkard Simulator,1170,"Action, Adventure, Indie, RPG, Simulation, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Custom Volume Controls, Playable without Timed Input, Save Anytime, Stereo Sound, Surround Sound, Steam Cloud, Family Sharing","Adventure, Indie, Role-playing (RPG), Simulator",Action,"ai-generated music, ai-generated sound effects, ai-generated text, ai-generated voices, nextfest october 2025, steam achievements",TRUE,Drunkard Simulator,Jan-26,2026-01-31T00:00:00,,0,0,PostHuman Interactive,TRUE,PostHuman Interactive,"{'original_release_date': 'Jan 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3470560,Millennium Dream,3749,"Action, Adventure, Casual, Simulation","Single-player, Steam Cloud, Family Sharing",Adventure,Action,"ai-generated artwork, liminal space, nextfest june 2025",TRUE,Millennium Dream,Jan-26,2026-01-31T00:00:00,https://www.youtube.com/watch?v=cj3-IeVP1zg,3638,144,LucidDreamLab,TRUE,LucidDreamLab,{}
3499220,Gamer Stop Simulator,1690,"Casual, Indie, Simulation, Early Access","Single-player, Family Sharing","Indie, Simulator",,"ai-generated artwork, nextfest june 2025",TRUE,Gamer Stop Simulator,12-Jan-26,2026-01-12T00:00:00,,0,0,Red Axe Games,TRUE,Red Axe Games,"{'original_release_date': 'Jan 12, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3597000,Umbranomicon,1936,"Adventure, Casual, RPG","Single-player, Steam Achievements, Family Sharing",,,,TRUE,Umbranomicon,Jan-26,2026-01-31T00:00:00,,0,0,Pleasure Studio,TRUE,TopHouse Publishing,{}
3614160,Isekai Adventurer Guild,1613,"Adventure, Indie, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing","Adventure, Indie, Simulator, Strategy",,"ai-generated artwork, nextfest june 2025",TRUE,Isekai Adventurer Guild,12-Jan-26,2026-01-12T00:00:00,,0,0,Beard Bear,TRUE,Beard Bear,{}
3618390,Gamblers Table,3388,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Color Alternatives, Custom Volume Controls, Mouse Only Option, Save Anytime, Touch Only Option, Steam Cloud, Family Sharing","Indie, Point-and-click, Simulator, Strategy",Comedy,"automation, clicker, idle, incremental",TRUE,Gamblers Table,11-Jan-26,2026-01-11T00:00:00,https://www.youtube.com/watch?v=bT6jJfFzDJg,1736,26,"greenpixels, Bossforge",TRUE,"greenpixels, Bossforge","{'original_release_date': 'Mar 21, 2025', 'original_platforms': ['Linux', 'PC (Microsoft Windows)', 'Web browser'], 'ports': [{'platform': 'Linux', 'release_date': 'Jan 11, 2026'}, {'platform': 'PC (Microsoft Windows)', 'release_date': 'Jan 11, 2026'}]}"
3639650,Kotama and Academy Citadel,4604,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Indie, Platform","Action, Science fiction","anime, exploration",TRUE,Kotama and Academy Citadel,14-Jan-26,2026-01-14T00:00:00,https://www.youtube.com/watch?v=B6x66b8vppE,1294,24,Atomstring Games,TRUE,"2P Games, Atomstring Games","{'original_release_date': 'Jan 15, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3679930,Factory Planner,1311,"Casual, Indie, Simulation, Strategy, Early Access","Single-player, Family Sharing","Indie, Simulator, Strategy",,,TRUE,Factory Planner,18-Jan-26,2026-01-18T00:00:00,,0,0,Lebleby Games,TRUE,Red Axe Games,"{'original_release_date': 'Jan 16, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3707400,On-Together: Virtual Co-Working,2275,"Casual, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Stats, Family Sharing",,,,TRUE,On-Together: Virtual Co-Working,19-Jan-26,2026-01-19T00:00:00,,0,0,GigaPuff,TRUE,Future Friends Games,{}
3741860,Vital Shell,2407,"Action, RPG","Single-player, Steam Achievements, Full controller support, Camera Comfort, Color Alternatives, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, Stereo Sound, Steam Cloud, Steam Leaderboards, Family Sharing",Role-playing (RPG),"Action, Fantasy, Science fiction, Survival","action roguelike, arena shooter, bullet heaven, controller support, low-poly, mech, mecha, nextfest october 2025, ps1 inspired, science-fantasy, steam achievements, steam cloud, steam leaderboards",TRUE,Vital Shell,7-Jan-26,2026-01-07T00:00:00,https://www.youtube.com/watch?v=03amipTJXFU,1900,169,MarvinWizard,TRUE,MarvinWizard,"{'original_release_date': 'Jan 07, 2026', 'original_platforms': ['Linux', 'PC (Microsoft Windows)'], 'ports': []}"
3762550,HELLMART,7135,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Camera Comfort, Custom Volume Controls, Stereo Sound, Steam Cloud, HDR available, Family Sharing","Indie, Simulator",Horror,nextfest october 2025,TRUE,HELLMART,28-Jan-26,2026-01-28T00:00:00,https://www.youtube.com/watch?v=Jquaclu6G3g,662397,21018,GAZE IN GAMES,TRUE,GAZE IN GAMES,{}
3791450,EvoCreo,1560,"Adventure, Indie, RPG","Single-player, Steam Achievements, Family Sharing","Adventure, Indie, Role-playing (RPG), Turn-based strategy (TBS)",Fantasy,,TRUE,EvoCreo,7-Jan-26,2026-01-07T00:00:00,https://www.youtube.com/watch?v=4Soz-_NqRK4,134919,2452,Ilmfinity Studios,TRUE,Ilmfinity Studios,"{'original_release_date': 'Mar 01, 2025', 'original_platforms': ['Android'], 'ports': [{'platform': 'PC (Microsoft Windows)', 'release_date': 'Q1 2026'}]}"
3802470,Turnbound,1818,"Indie, Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Color Alternatives, Custom Volume Controls, Mouse Only Option, Playable without Timed Input, Steam Leaderboards, Family Sharing","Card & Board Game, Indie, Strategy, Tactical, Turn-based strategy (TBS)","Comedy, Fantasy, Horror, Mystery","asynchronous multiplayer, autobattler, boardgames, cat, inventory management, organization, tactical turn-based combat, turn-based, turn-based tactics",TRUE,Turnbound,22-Jan-26,2026-01-22T00:00:00,https://www.youtube.com/watch?v=m2AWPM2BoFA,160,4,1TK,TRUE,"Gambit Digital, 1TK","{'original_release_date': 'Jan 22, 2026', 'original_platforms': ['Linux', 'Mac', 'PC (Microsoft Windows)'], 'ports': []}"
3850560,????????,1154,"Casual, RPG, Simulation","Single-player, Steam Achievements, Mouse Only Option, Save Anytime, Touch Only Option, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",,,,FALSE,血薪记：罪恶园区,Jan-26,2026-01-31T00:00:00,,0,0,Jade flame,TRUE,Jade flame,{}
3851570,Lure Of Passion,2967,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Mouse Only Option, Save Anytime, Stereo Sound, Touch Only Option, Steam Cloud, Family Sharing","Adventure, Indie, Role-playing (RPG)","Erotic, Fantasy",,TRUE,Lure Of Passion,5-Jan-26,2026-01-05T00:00:00,,0,0,Snakerser's Games,TRUE,Snakerser's Games,"{'original_release_date': 'Jan 05, 2026', 'original_platforms': ['Linux', 'PC (Microsoft Windows)'], 'ports': []}"
3929200,BULT: Hunting simulator,1246,"Adventure, Simulation, Sports, Early Access","Single-player, In-App Purchases, Playable without Timed Input, Stereo Sound, Surround Sound, Family Sharing","Adventure, Indie, Simulator, Sport, Strategy","Action, Open world, Stealth","birds, birdwatching, duck, ducks, hunter, hunting, realistic ballistics, simulation",TRUE,BULT: Hunting simulator,5-Jan-26,2026-01-05T00:00:00,https://www.youtube.com/watch?v=84BtpLk6u74,4493,141,Nordrise,TRUE,Ykt Games,"{'original_release_date': 'Jan 06, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3942480,The NOexistenceN of Morphean Paradox : The Forest of Silver Shallots,5598,"Adventure, Indie, RPG, Early Access","Single-player, Steam Achievements, Playable without Timed Input, Family Sharing","Adventure, Indie, Role-playing (RPG)",Fantasy,,TRUE,The NOexistenceN of Morphean Paradox : The Forest of Silver Shallots,18-Jan-26,2026-01-18T00:00:00,,0,0,0x0Real Studio,TRUE, Nino Games,{}
4005090,Dungeon Antiqua 2,1345,RPG,"Single-player, Full controller support, Family Sharing",Role-playing (RPG),Fantasy,,TRUE,Dungeon Antiqua 2,8-Jan-26,2026-01-08T00:00:00,,0,0,Shiromofu Factory,TRUE, Shiromofu Factory,"{'original_release_date': 'Jan 07, 2026', 'original_platforms': ['Mac', 'PC (Microsoft Windows)'], 'ports': []}"
4010250,EmyLiveShow Origins: Emy the Vampire Queen,3113,Casual,"Single-player, Steam Achievements, Family Sharing",,,,TRUE,EmyLiveShow Origins: Emy The Vampire Queen,Jan-26,2026-01-31T00:00:00,,0,0,Team Emily,TRUE,Team Emily,{}
4087980,Fickle Card Legend,1428,"Adventure, Casual, Indie, RPG","Single-player, Steam Cloud, Family Sharing",,,,TRUE,Fickle Card Legend,7-Jan-26,2026-01-07T00:00:00,,0,0,偶尔不帅,TRUE,偶尔不帅,{}
4128260,Highguard,8149,"Action, Free To Play","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases, Adjustable Text Size, Custom Volume Controls, Stereo Sound, Subtitle Options, Surround Sound",Shooter,"Action, Fantasy",,TRUE,Highguard,26-Jan-26,2026-01-26T00:00:00,https://www.youtube.com/watch?v=twK-acOec9o,95059,1030,"Wildlight Entertainment, Inc.",TRUE,"Wildlight Entertainment, Inc.","{'original_release_date': 'Jan 26, 2026', 'original_platforms': ['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}"
4241850,Dreadmyst,6208,"Indie, Massively Multiplayer, RPG, Free To Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Custom Volume Controls","Indie, Role-playing (RPG)",,,TRUE,Dreadmyst,9-Jan-26,2026-01-09T00:00:00,,0,0,dreadmyst.com,TRUE,dreadmyst.com,"{'original_release_date': 'Jan 09, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
