AppId,Name,FollowerCount,Genres,Categories,IGDB_Genres,IGDB_Themes,IGDB_Keywords,ExactMatch,ScrapedName,ReleaseDate,ParsedDate,YoutubeURL,YoutubeViewCount,YoutubeLikeCount,ScrapingError,Developers,IsFullyProcessed,Publishers,ReleaseInfo,date_appended
2091020,Blades of Fire,2621,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Family Sharing","Role-playing (RPG), Strategy","Action, Historical, Sandbox",previously on - gametap,True,,14-05-2026,2026-05-14T00:00:00,https://www.youtube.com/watch?v=45xb4aAFumg,121292,396,,MercurySteam,True,505 Games,"{'original_release_date': 'May 03, 2011', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': [{'platform': 'PC (Microsoft Windows)', 'release_date': 'Sep 30, 2011'}]}",2026-04-23
3165650,Masters of Albion,17929,"Simulation, Strategy","Single-player, Family Sharing","Simulator, Strategy",,,True,Masters of Albion,22-04-2026,2026-04-22T00:00:00,https://www.youtube.com/watch?v=CSLGKKAuZwo,18273,151,,22cans,True,22cans,"{'original_release_date': 'Apr 22, 2026', 'original_platforms': ['Mac', 'PC (Microsoft Windows)'], 'ports': []}",2026-04-23
3390880,CAPTURED 2,1233,Action,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,"Action, Horror",nextfest february 2026,True,CAPTURED 2,22-04-2026,2026-04-22T00:00:00,,0,0,,Puck Redflix,True,Puck Games,"{'original_release_date': 'Apr 22, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}",2026-04-23
1290760,Gecko Gods,9093,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Indie, Platform, Puzzle","Action, Historical, Mystery, Open world","3d, nature",True,Gecko Gods,16-04-2026,2026-04-16T00:00:00,https://www.youtube.com/watch?v=HRERWhCupOM,8911,187,,Inresin,True,"Super Rare Originals, Gamersky Games","{'original_release_date': 'Apr 16, 2026', 'original_platforms': ['Nintendo Switch', 'PC (Microsoft Windows)', 'PlayStation 5'], 'ports': []}",2026-04-23
1346290,Jay and Silent Bob: Chronic Blunt Punch,2871,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing","Arcade, Fighting, Hack and slash/Beat 'em up, Indie",Action,"2.5d, brawler, crowdfunding",True,Jay and Silent Bob: Chronic Blunt Punch,20-04-2026,2026-04-20T00:00:00,https://www.youtube.com/watch?v=QZ8jSl4m0e4,106048,555,,Interabang Entertainment,True,"Atari, Digital Eclipse, The MIX GAMES","{'original_release_date': 'Apr 20, 2026', 'original_platforms': ['Nintendo Switch', 'PC (Microsoft Windows)', 'PlayStation 4', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}",2026-04-23
2432240,Smash it Wild: Tactical Volleyball Roguelike,2153,"RPG, Sports, Strategy","Single-player, Family Sharing",,,,True,Smash it Wild,16-04-2026,2026-04-16T00:00:00,,0,0,,"Goblinz Studio, Ernestine",True,Goblinz Publishing,{},2026-04-23
2536670,Project Vesperi,1309,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Camera Comfort, Custom Volume Controls, Playable without Timed Input, Save Anytime, Subtitle Options, Steam Cloud, Family Sharing",Adventure,"Action, Science fiction","female protagonist, meaningful choices, multiple endings",True,Project Vesperi,24-04-2026,2026-04-24T00:00:00,https://www.youtube.com/watch?v=7g5KHAhZfQQ,3765,81,,Last Praetorian Interactive LLC,True,Last Praetorian Interactive LLC,"{'original_release_date': 'Apr 24, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}",2026-04-23
2582320,Mixtape,8470,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Indie, Music",,,True,Mixtape,07-05-2026,2026-05-07T00:00:00,https://www.youtube.com/watch?v=cCTH8R6RD74,179733,7725,,Beethoven and Dinosaur,True,Annapurna Interactive,"{'original_release_date': 'May 07, 2026', 'original_platforms': ['Nintendo Switch 2', 'PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}",2026-04-23
2681030,Outbound,62675,"Adventure, Casual, Indie, Simulation, Sports","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Camera Comfort, Custom Volume Controls, Playable without Timed Input, Stereo Sound, Steam Cloud, Family Sharing","Adventure, Indie, Simulator",Open world,"automation, base building, building, camper van, camping, crafting, exploration, grow, utopian future",True,Outbound,23-04-2026,2026-04-23T00:00:00,https://www.youtube.com/watch?v=_SZZosjkD5A,497658,12077,,Square Glade Games,True,Square Glade Games,"{'original_release_date': 'Apr 10, 2025', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': [{'platform': 'Nintendo Switch', 'release_date': 'May 14, 2026'}, {'platform': 'Nintendo Switch 2', 'release_date': 'May 14, 2026'}, {'platform': 'PC (Microsoft Windows)', 'release_date': 'May 14, 2026'}, {'platform': 'PlayStation 5', 'release_date': 'May 14, 2026'}, {'platform': 'Xbox One', 'release_date': 'May 14, 2026'}, {'platform': 'Xbox Series X|S', 'release_date': 'May 14, 2026'}]}",2026-04-23
2704090,Celestial Return,1271,"Adventure, Indie, RPG","Single-player, Steam Achievements, Family Sharing","Adventure, Indie, Role-playing (RPG), Visual Novel",Science fiction,"crowdfunding - kickstarter, cyberpunk rpg, hand-drawn, indie developer, meaningful choices, narrative-driven",True,Celestial Return,07-05-2026,2026-05-07T00:00:00,https://www.youtube.com/watch?v=XoIyzGt_s5A,1132,37,,Metaphor Games,True,Shoreline Games,{},2026-04-23
2723430,inKONBINI: One Store. Many Stories,12686,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,,,True,,30-04-2026,2026-04-30T00:00:00,,0,0,,Nagai Industries,True,"Nagai Industries, Beep Japan Inc.",{},2026-04-23
2769240,Wax Heads,2833,"Adventure, Indie, Simulation","Single-player, Full controller support, Family Sharing","Adventure, Indie, Point-and-click, Puzzle, Simulator",Comedy,"musical themes, narrative adventure, narrative-driven",True,Wax Heads,05-05-2026,2026-05-05T00:00:00,https://www.youtube.com/watch?v=Ghj_g-vhLbI,1242,22,,Patattie Games,True,Curve Games,"{'original_release_date': 'May 05, 2026', 'original_platforms': ['Linux', 'Nintendo Switch', 'PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}",2026-04-23
2928410,Under Par Golf Architect,2086,"Simulation, Sports, Strategy","Single-player, Steam Achievements, Full controller support, Adjustable Text Size, Color Alternatives, Custom Volume Controls, Playable without Timed Input, Save Anytime, Steam Cloud, Family Sharing","Indie, Simulator, Sport, Strategy",Business,"economy, golf, management, tycoon",True,UnderPar,16-04-2026,2026-04-16T00:00:00,https://www.youtube.com/watch?v=xR0BmvgbMVs,3053,134,,Broken Arms Games,True,"Broken Arms Games, Gambit Digital","{'original_release_date': 'Apr 16, 2026', 'original_platforms': ['Mac', 'Nintendo Switch 2', 'PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}",2026-04-23
3256150,Moomintroll: Winter's Warmth,5124,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Indie, Puzzle, Role-playing (RPG)",,,True,,27-04-2026,2026-04-27T00:00:00,https://www.youtube.com/watch?v=N_15Rvj6NeI,4115,106,,Hyper Games,True,"Hyper Games, Kakehashi Games","{'original_release_date': 'Apr 27, 2026', 'original_platforms': ['Mac', 'Nintendo Switch', 'Nintendo Switch', 'Nintendo Switch 2', 'PC (Microsoft Windows)'], 'ports': [{'platform': 'Nintendo Switch', 'release_date': 'Apr 28, 2026'}, {'platform': 'Nintendo Switch 2', 'release_date': 'Apr 28, 2026'}]}",2026-04-23
3372530,Valorborn,15298,"Action, Adventure, Indie, RPG, Strategy, Early Access","Single-player, Camera Comfort, Custom Volume Controls, Playable without Timed Input, Save Anytime, Stereo Sound, Family Sharing","Adventure, Indie, Role-playing (RPG), Strategy","Action, Fantasy, Open world, Sandbox, Survival",,True,,15-04-2026,2026-04-15T00:00:00,https://www.youtube.com/watch?v=EK7GxhNSNB4,239820,530,,Laps Games,True,Laps Games,"{'original_release_date': 'Apr 15, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}",2026-04-23
3509230,Gambonanza,7602,"Casual, Simulation, Strategy","Single-player, Steam Achievements, Custom Volume Controls, Mouse Only Option, Playable without Timed Input, Stereo Sound, Steam Cloud, Family Sharing","Indie, Simulator, Strategy",,"chess, retro, roguelike",True,Gambonanza,01-05-2026,2026-05-01T00:00:00,https://www.youtube.com/watch?v=lYQmQGDLSJU,571563,30846,,Blukulélé,True,"Sidekick Publishing, Stray Fawn Publishing","{'original_release_date': 'May 01, 2026', 'original_platforms': ['Linux', 'Mac', 'PC (Microsoft Windows)'], 'ports': []}",2026-04-23
3526710,Everything is Crab: The Animal Evolution Roguelite,14163,"Action, Indie, Simulation, Strategy","Single-player, Full controller support, Family Sharing",,,,True,Everything is Crab,08-05-2026,2026-05-08T00:00:00,,0,0,,Odd Dreams Digital,True,Secret Mode,{},2026-04-23
3695650,Saint Slayer: Spear of Sacrilege,1000,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Custom Volume Controls, Adjustable Difficulty, Keyboard Only Option, Playable without Timed Input, Stereo Sound, Steam Cloud, Remote Play Together, Family Sharing","Adventure, Hack and slash/Beat 'em up, Indie",Action,"2d, action platformer, co-op campaign, deliberately retro",True,,19-04-2026,2026-04-19T00:00:00,https://www.youtube.com/watch?v=FgJvhEcuv40,38056,2074,,Lillymo Games,True,Lillymo Games,"{'original_release_date': 'Apr 20, 2026', 'original_platforms': ['Nintendo Switch', 'PC (Microsoft Windows)', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X|S'], 'ports': []}",2026-04-23
3720420,Demon Lord: Just a Block,5233,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Custom Volume Controls, Keyboard Only Option, Mouse Only Option, Playable without Timed Input, Save Anytime, Partial Controller Support, Steam Cloud, Family Sharing",Indie,Action,"action roguelike, maze crawler, nextfest october 2025, roguelike, turn-based rpg",True,CardVenture:JustAHead！,29-04-2026,2026-04-29T00:00:00,https://www.youtube.com/watch?v=J5r220mIKqE,30,0,,YuWave,True,YuWave,"{'original_release_date': 'Apr 29, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}",2026-04-23
3749580,He-Man and the Masters of the Universe?: Dragon Pearl of Destruction,7227,Action,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing","Arcade, Hack and slash/Beat 'em up",Action,,True,,28-04-2026,2026-04-28T00:00:00,https://www.youtube.com/watch?v=kNSf7uUlvKM,66130,1882,,Bitmap Bureau,True,Limited Run Games,"{'original_release_date': 'Q3 2026', 'original_platforms': ['Nintendo Switch', 'PC (Microsoft Windows)', 'PlayStation 4', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}",2026-04-23
3756020,Racer Overdrive,2620,"Action, Adventure, Racing, RPG","Single-player, Steam Achievements, Full controller support, Camera Comfort, Custom Volume Controls, Keyboard Only Option, Stereo Sound, Surround Sound, Stats, Family Sharing","Adventure, Racing, Role-playing (RPG), Sport","Action, Science fiction","combat racing, drifting, motorsports, story rich, street racing",True,失控车手,19-04-2026,2026-04-19T00:00:00,https://www.youtube.com/watch?v=UDjipbOLwiQ,65,0,,IntActive,True,"DawnLambs, IntActive","{'original_release_date': 'May 28, 2025', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': [{'platform': 'PC (Microsoft Windows)', 'release_date': 'Apr 30, 2026'}]}",2026-04-23
3834880,?????????,1464,"Adventure, Casual, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Custom Volume Controls, Adjustable Difficulty, Mouse Only Option, Playable without Timed Input, Save Anytime, Steam Cloud, Family Sharing",,,,True,,28-04-2026,2026-04-28T00:00:00,,0,0,,九芽川 Ninth Leaf,True,九芽川 Ninth Leaf,{},2026-04-23
3877070,Midnight Sin,1815,"Adventure, Casual, Indie","Single-player, Steam Achievements, Custom Volume Controls, Adjustable Difficulty, Mouse Only Option, Playable without Timed Input, Save Anytime, Family Sharing",,,,True,,30-04-2026,2026-04-30T00:00:00,,0,0,,Faerin Games,True,Faerin Games,{},2026-04-23
4164310,?????,1241,Casual,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing",,,,True,,26-04-2026,2026-04-26T00:00:00,,0,0,,Find the Lamp Games,True,Find the Lamp Games,{},2026-04-23
4235230,Werewolf: The Inner Beast,1806,Action,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",Shooter,"Action, Horror, Science fiction, Survival","nextfest february 2026, steam achievements",True,,06-05-2026,2026-05-06T00:00:00,https://www.youtube.com/watch?v=me4Tigv8d-M,10121,385,,FTRGameStudio,True,FTRGameStudio,{},2026-04-23
590830,s&box,34167,"Action, Adventure, Casual, Racing, Simulation, Sports, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Workshop, In-App Purchases, Playable without Timed Input, Stereo Sound, Includes level editor, Remote Play Together, Family Sharing","Racing, Simulator, Strategy",,,True,s&box,28-04-2026,2026-04-28T00:00:00,,0,0,,Facepunch Studios,True,Facepunch Studios,{},2026-04-23
1165990,Kiln,1754,"Action, Casual","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, HDR available, Family Sharing",Hack and slash/Beat 'em up,Action,,True,,23-04-2026,2026-04-23T00:00:00,https://www.youtube.com/watch?v=6C11Zmc93-I,57071,1479,,Double Fine Productions,True,Xbox Game Studios,"{'original_release_date': 'Apr 23, 2026', 'original_platforms': ['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}",2026-04-23
1205270,Magin: The Rat Project Stories,7761,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Card & Board Game, Indie, Role-playing (RPG), Strategy",Fantasy,"crowdfunding - kickstarter, dark, deck-building, gore, story rich, violent",True,Magin: The Rat Project Stories,29-04-2026,2026-04-29T00:00:00,https://www.youtube.com/watch?v=xVE9jRfSP9g,100152,7891,,The Rat Project,True,Daedalic Entertainment,"{'original_release_date': 'Apr 29, 2026', 'original_platforms': ['Nintendo Switch', 'PC (Microsoft Windows)'], 'ports': []}",2026-04-23
1966410,Aphelion,6574,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Family Sharing",Adventure,"Action, Drama, Science fiction, Stealth","atmospheric, cinematic, linear, parkour, story rich",True,,28-04-2026,2026-04-28T00:00:00,https://www.youtube.com/watch?v=RZs_IthEb2s,93276,2610,,DON'T NOD,True,DON'T NOD,"{'original_release_date': 'Apr 28, 2026', 'original_platforms': ['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}",2026-04-23
2095420,Bus Bound,6700,Simulation,"Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Family Sharing",Simulator,Business,,True,Bus Bound,30-04-2026,2026-04-30T00:00:00,https://www.youtube.com/watch?v=YR74rppF3wA,63562,154,,stillalive studios,True,Saber Interactive Inc.,"{'original_release_date': 'Apr 30, 2026', 'original_platforms': ['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}",2026-04-23
2423290,Handmancers,1157,"Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Full controller support, Custom Volume Controls, Mouse Only Option, Playable without Timed Input, Stereo Sound, Touch Only Option, Steam Cloud, Family Sharing","Indie, Role-playing (RPG), Strategy",,,True,Handmancers,05-05-2026,2026-05-05T00:00:00,,0,0,,58BLADES,True,58BLADES,{},2026-04-23
2482940,Little Nightmares VR: Altered Echoes,1129,"Action, Adventure","Single-player, Steam Achievements, Tracked Controller Support, VR Only, VR Support, Adjustable Text Size, Color Alternatives, Stereo Sound, Steam Cloud, Family Sharing","Adventure, Puzzle",Action,"adjustable text size, color alternatives, steam achievements, stereo sound",True,,23-04-2026,2026-04-23T00:00:00,https://www.youtube.com/watch?v=9CvZB0nFaoE,87273,3530,,Iconik,True,Bandai Namco Entertainment ,"{'original_release_date': 'Apr 24, 2026', 'original_platforms': ['Meta Quest 2', 'PlayStation VR2', 'SteamVR'], 'ports': []}",2026-04-23
2676030,Runehaven,1356,"Action, Adventure, Indie, RPG","Single-player, Partial Controller Support, Family Sharing","Adventure, Indie, Role-playing (RPG)",Action,"dark fantasy, destruction, dungeon, dungeon crawler, immersive sim, magic, roguelike, voxel",True,Nekyia,20-04-2026,2026-04-20T00:00:00,https://www.youtube.com/watch?v=p8VZCmUuVCk,229,3,,Cikoria Studio,True,Cikoria Studio,"{'original_release_date': 'Apr 20, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}",2026-04-23
2709090,Cycle of Corruption,2562,"Adventure, RPG, Simulation","Single-player, Steam Achievements, Custom Volume Controls, Adjustable Difficulty, Partial Controller Support, Steam Cloud, Family Sharing",,,,True,Cycle of Corruption,16-04-2026,2026-04-16T00:00:00,,0,0,,Kredyn,True,"Kredyn, Shady Corner Games",{},2026-04-23
2808550,Sudden Strike 5,8819,"Action, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Captions available, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Mouse Only Option, Playable without Timed Input, Save Anytime, Stereo Sound, Partial Controller Support, Steam Cloud, Stats, Family Sharing",Strategy,"Action, Historical, Warfare",world war ii - ww2,True,,23-04-2026,2026-04-23T00:00:00,https://www.youtube.com/watch?v=DlNfzXuifFs,50313,1316,,Kite Games,True,Kalypso Media,"{'original_release_date': 'Apr 23, 2026', 'original_platforms': ['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}",2026-04-23
2834310,Elvenfoundry,1104,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Family Sharing",,,,True,Elvenfoundry,15-04-2026,2026-04-15T00:00:00,,0,0,,SunbathGames,True,SunbathGames,{},2026-04-23
3079160,Don't Lose Aggro,2438,"Action, RPG, Early Access","Single-player, Steam Achievements, Full controller support, Family Sharing",Role-playing (RPG),"Action, Party","action roguelike, action roguelite, party-based, roguelite",True,Don't Lose Aggro,15-04-2026,2026-04-15T00:00:00,https://www.youtube.com/watch?v=DQVFn-kPzOs,6018,34,,Oren Koren,True,Oren Koren,"{'original_release_date': 'Apr 15, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}",2026-04-23
3144860,WILL: Follow The Light,13171,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Indie","Drama, Mystery","atmospheric, story rich, walking simulator",True,WILL: Follow the Light,28-04-2026,2026-04-28T00:00:00,https://www.youtube.com/watch?v=Lf50DY0OJrk,5776,86,,TomorrowHead Studio,True,TomorrowHead Studio,"{'original_release_date': 'May 07, 2026', 'original_platforms': ['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}",2026-04-23
3265700,Vampire Crawlers: The Turbo Wildcard from Vampire Survivors,21739,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Indie, Strategy",Action,steam achievements,True,,21-04-2026,2026-04-21T00:00:00,https://www.youtube.com/watch?v=-b6dkZH6XSo,60697,1492,,"poncle, Nosebleed Interactive",True,poncle,"{'original_release_date': 'Apr 21, 2026', 'original_platforms': ['Mac', 'Nintendo Switch', 'PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': [{'platform': 'Android', 'release_date': '2026'}, {'platform': 'iOS', 'release_date': '2026'}]}",2026-04-23
3436220,U.F.F.C - Ultimate Fuckin? Fuckable Championship,2251,"Casual, RPG","Single-player, Family Sharing",,,,True,,21-04-2026,2026-04-21T00:00:00,,0,0,,WetWetGames,True,"Playmeow, Playmeow News",{},2026-04-23
3443820,BUNNY GARDEN 2,5197,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Custom Volume Controls, Playable without Timed Input, Steam Cloud, Family Sharing","Adventure, Indie, Simulator, Visual Novel","Comedy, Romance",,True,BUNNY GARDEN 2,15-04-2026,2026-04-15T00:00:00,https://www.youtube.com/watch?v=JPk2l51w-ds,124429,2702,,qureate,True,qureate,"{'original_release_date': 'Apr 16, 2026', 'original_platforms': ['Nintendo Switch', 'PC (Microsoft Windows)'], 'ports': []}",2026-04-23
3476880,Brno Transit,1238,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Camera Comfort, Playable without Timed Input, Stereo Sound, Steam Cloud, Family Sharing","Adventure, Indie, Simulator",,,True,,23-04-2026,2026-04-23T00:00:00,,0,0,,Spytihněv,True,Spytihněv,"{'original_release_date': 'Apr 23, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}",2026-04-23
3570060,The Ember Guardian,3630,"Action, Adventure, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Shooter, Strategy","Action, Survival","base building, horizontal shooter, tower defense",True,The Ember Guardian,17-04-2026,2026-04-17T00:00:00,https://www.youtube.com/watch?v=833qtO2kX1g,5641,287,,Ratbit Games,True,Slug Disco,"{'original_release_date': 'Apr 17, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}",2026-04-23
3570940,Isekai Bistro,1983,"Casual, Indie, RPG, Simulation","Single-player, Family Sharing",,,,True,,23-04-2026,2026-04-23T00:00:00,,0,0,,DarkShadow Studio ,True,"Mango Party, Mango Party News",{},2026-04-23
