AppId,Name,FollowerCount,Genres,Categories,IGDB_Genres,IGDB_Themes,IGDB_Keywords,ExactMatch,ScrapedName,ReleaseDate,ParsedDate,YoutubeURL,YoutubeViewCount,YoutubeLikeCount,Developers,IsFullyProcessed,Publishers,ReleaseInfo
3707400,On-Together: Virtual Co-Working,2275,"Casual, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Stats, Family Sharing",,,,True,On-Together: Virtual Co-Working,"19 Jan, 2026",2026-01-19T00:00:00,,0,0,GigaPuff,True,Future Friends Games,{}
3741860,Vital Shell,2407,"Action, RPG","Single-player, Steam Achievements, Full controller support, Camera Comfort, Color Alternatives, Custom Volume Controls, Keyboard Only Option, Playable without Timed Input, Stereo Sound, Steam Cloud, Steam Leaderboards, Family Sharing",Role-playing (RPG),"Action, Fantasy, Science fiction, Survival","action roguelike, arena shooter, bullet heaven, controller support, low-poly, mech, mecha, nextfest october 2025, ps1 inspired, science-fantasy, steam achievements, steam cloud, steam leaderboards",True,Vital Shell,"7 Jan, 2026",2026-01-07T00:00:00,https://www.youtube.com/watch?v=03amipTJXFU,1900,169,MarvinWizard,True,MarvinWizard,"{'original_release_date': 'Jan 07, 2026', 'original_platforms': ['Linux', 'PC (Microsoft Windows)'], 'ports': []}"
3762550,HELLMART,7135,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Camera Comfort, Custom Volume Controls, Stereo Sound, Steam Cloud, HDR available, Family Sharing","Indie, Simulator",Horror,nextfest october 2025,True,HELLMART,"28 Jan, 2026",2026-01-28T00:00:00,https://www.youtube.com/watch?v=Jquaclu6G3g,662397,21018,GAZE IN GAMES,True,GAZE IN GAMES,{}
3791450,EvoCreo,1560,"Adventure, Indie, RPG","Single-player, Steam Achievements, Family Sharing","Adventure, Indie, Role-playing (RPG), Turn-based strategy (TBS)",Fantasy,,True,EvoCreo,"7 Jan, 2026",2026-01-07T00:00:00,https://www.youtube.com/watch?v=4Soz-_NqRK4,134919,2452,Ilmfinity Studios,True,Ilmfinity Studios,"{'original_release_date': 'Mar 01, 2025', 'original_platforms': ['Android'], 'ports': [{'platform': 'PC (Microsoft Windows)', 'release_date': 'Q1 2026'}]}"
3802470,Turnbound,1818,"Indie, Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Color Alternatives, Custom Volume Controls, Mouse Only Option, Playable without Timed Input, Steam Leaderboards, Family Sharing","Card & Board Game, Indie, Strategy, Tactical, Turn-based strategy (TBS)","Comedy, Fantasy, Horror, Mystery","asynchronous multiplayer, autobattler, boardgames, cat, inventory management, organization, tactical turn-based combat, turn-based, turn-based tactics",True,Turnbound,"22 Jan, 2026",2026-01-22T00:00:00,https://www.youtube.com/watch?v=m2AWPM2BoFA,160,4,1TK,True,"Gambit Digital, 1TK","{'original_release_date': 'Jan 22, 2026', 'original_platforms': ['Linux', 'Mac', 'PC (Microsoft Windows)'], 'ports': []}"
3850560,????????,1154,"Casual, RPG, Simulation","Single-player, Steam Achievements, Mouse Only Option, Save Anytime, Touch Only Option, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",,,,False,血薪记：罪恶园区,January 2026,2026-01-31T00:00:00,,0,0,Jade flame,True,Jade flame,{}
3851570,Lure Of Passion,2967,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Mouse Only Option, Save Anytime, Stereo Sound, Touch Only Option, Steam Cloud, Family Sharing","Adventure, Indie, Role-playing (RPG)","Erotic, Fantasy",,True,Lure Of Passion,"5 Jan, 2026",2026-01-05T00:00:00,,0,0,Snakerser's Games,True,Snakerser's Games,"{'original_release_date': 'Jan 05, 2026', 'original_platforms': ['Linux', 'PC (Microsoft Windows)'], 'ports': []}"
3929200,BULT: Hunting simulator,1246,"Adventure, Simulation, Sports, Early Access","Single-player, In-App Purchases, Playable without Timed Input, Stereo Sound, Surround Sound, Family Sharing","Adventure, Indie, Simulator, Sport, Strategy","Action, Open world, Stealth","birds, birdwatching, duck, ducks, hunter, hunting, realistic ballistics, simulation",True,BULT: Hunting simulator,"5 Jan, 2026",2026-01-05T00:00:00,https://www.youtube.com/watch?v=84BtpLk6u74,4493,141,Nordrise,True,Ykt Games,"{'original_release_date': 'Jan 06, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
3942480,The NOexistenceN of Morphean Paradox : The Forest of Silver Shallots,5598,"Adventure, Indie, RPG, Early Access","Single-player, Steam Achievements, Playable without Timed Input, Family Sharing","Adventure, Indie, Role-playing (RPG)",Fantasy,,True,The NOexistenceN of Morphean Paradox : The Forest of Silver Shallots,"18 Jan, 2026",2026-01-18T00:00:00,,0,0,0x0Real Studio,True, Nino Games,{}
4005090,Dungeon Antiqua 2,1345,RPG,"Single-player, Full controller support, Family Sharing",Role-playing (RPG),Fantasy,,True,Dungeon Antiqua 2,"8 Jan, 2026",2026-01-08T00:00:00,,0,0,Shiromofu Factory,True, Shiromofu Factory,"{'original_release_date': 'Jan 07, 2026', 'original_platforms': ['Mac', 'PC (Microsoft Windows)'], 'ports': []}"
4010250,EmyLiveShow Origins: Emy the Vampire Queen,3113,Casual,"Single-player, Steam Achievements, Family Sharing",,,,True,EmyLiveShow Origins: Emy The Vampire Queen,January 2026,2026-01-31T00:00:00,,0,0,Team Emily,True,Team Emily,{}
4087980,Fickle Card Legend,1428,"Adventure, Casual, Indie, RPG","Single-player, Steam Cloud, Family Sharing",,,,True,Fickle Card Legend,"7 Jan, 2026",2026-01-07T00:00:00,,0,0,偶尔不帅,True,偶尔不帅,{}
4128260,Highguard,8149,"Action, Free To Play","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases, Adjustable Text Size, Custom Volume Controls, Stereo Sound, Subtitle Options, Surround Sound",Shooter,"Action, Fantasy",,True,Highguard,"26 Jan, 2026",2026-01-26T00:00:00,https://www.youtube.com/watch?v=twK-acOec9o,95059,1030,"Wildlight Entertainment, Inc.",True,"Wildlight Entertainment, Inc.","{'original_release_date': 'Jan 26, 2026', 'original_platforms': ['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S'], 'ports': []}"
4241850,Dreadmyst,6208,"Indie, Massively Multiplayer, RPG, Free To Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Custom Volume Controls","Indie, Role-playing (RPG)",,,True,Dreadmyst,"9 Jan, 2026",2026-01-09T00:00:00,,0,0,dreadmyst.com,True,dreadmyst.com,"{'original_release_date': 'Jan 09, 2026', 'original_platforms': ['PC (Microsoft Windows)'], 'ports': []}"
